customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,NumServices,IsFamily,ContractRisk,ChargeRatio,PaymentRisk
3077-RSNTJ,1,0,1,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,113.5,0,0-6 months,1,1,3,0.1720524017467249,0
6551-GNYDG,1,0,1,1,14,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),80.9,1152.8,0,1-2 years,2,1,3,0.0701161379788525,0
9167-APMXZ,1,0,0,0,22,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,0,1-2 years,3,0,3,0.04616144161935325,0
2749-CTKAJ,0,0,1,1,22,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.15,419.9,0,1-2 years,1,1,2,0.047873604181515796,0
6371-NZYEG,0,0,1,1,16,1,0,DSL,1,0,1,0,1,0,Two year,0,Mailed check,64.25,1024.0,0,1-2 years,4,1,1,0.06268292682926829,0
7554-NEWDD,0,0,0,0,10,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.7,251.6,0,6-12 months,2,0,1,0.10174188440221694,0
8992-VONJD,1,0,0,1,13,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,56.0,764.55,0,1-2 years,3,1,3,0.07315002285938214,1
0867-MKZVY,1,0,1,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,82.4,1592.35,1,1-2 years,3,1,3,0.05171494022029059,1
4482-EWFMI,1,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,135.2,0,0-6 months,1,0,3,0.511747430249633,1
4648-YPBTM,0,0,0,0,53,1,1,DSL,0,1,1,1,0,1,Two year,1,Bank transfer (automatic),73.9,3958.25,0,4-5 years,6,0,1,0.018665151228136643,0
2907-ILJBN,1,0,1,1,11,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.6,233.9,0,6-12 months,1,1,2,0.08769689229459345,0
6345-FZOQH,0,0,1,0,69,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,1363.45,0,5+ years,1,1,1,0.014584631170068524,0
3376-BMGFE,1,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.9,273.0,1,0-6 months,1,0,3,0.2587591240875913,0
5997-OPVFA,0,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),89.05,6254.45,0,5+ years,8,1,1,0.014235586568512258,0
3445-HXXGF,0,1,1,0,58,0,0,DSL,0,1,1,0,0,1,Month-to-month,1,Electronic check,45.3,2651.2,1,4-5 years,3,1,3,0.017080159867279995,1
1159-WFSGR,1,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.4,321.4,0,1-2 years,1,1,3,0.06327543424317618,1
7654-YWJUF,0,0,1,0,43,1,0,Fiber optic,1,0,1,1,0,0,One year,1,Bank transfer (automatic),84.25,3539.25,0,2-4 years,4,1,2,0.023797754395875996,0
1875-QIVME,1,0,1,0,2,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.4,242.8,1,0-6 months,6,1,3,0.42821985233798193,1
6727-IOTLZ,0,0,1,0,14,1,0,DSL,0,1,1,1,1,1,Two year,0,Mailed check,81.95,1181.75,0,1-2 years,6,1,1,0.06928767702388501,0
0691-JVSYA,1,0,1,0,53,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),94.85,5000.2,1,4-5 years,4,1,2,0.01896544829240982,0
5918-VUKWP,1,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.55,654.55,0,2-4 years,1,0,2,0.03134772328579056,0
1744-JHKYS,1,0,1,0,34,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.7,780.2,0,2-4 years,2,1,3,0.03161802355350742,1
2656-FMOKZ,1,1,0,0,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,1145.7,1,1-2 years,2,0,3,0.06492543821400541,0
2070-FNEXE,1,1,0,0,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),76.45,503.6,1,6-12 months,2,0,3,0.15150614347998415,0
5947-SGKCL,1,0,1,1,15,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,1559.25,0,1-2 years,6,1,3,0.06752123057202371,0
3712-PKXZA,0,0,1,0,61,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.55,1252.0,0,5+ years,1,1,2,0.016400638467677576,0
6317-YPKDH,1,0,0,0,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),29.95,29.95,1,0-6 months,1,0,3,0.9676898222940226,0
6582-OIVSP,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.3,45.3,0,0-6 months,1,0,3,0.978401727861771,0
9367-WXLCH,0,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),84.5,662.65,1,6-12 months,3,0,3,0.12732615083251714,0
5524-KHNJP,0,0,1,1,33,1,0,DSL,1,0,1,0,1,1,One year,0,Credit card (automatic),74.75,2453.3,0,2-4 years,5,1,2,0.030456749378641564,0
1918-ZBFQJ,1,0,0,0,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,79.25,1111.65,1,1-2 years,3,0,3,0.07122635150316811,1
1024-GUALD,1,0,1,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,24.8,1,0-6 months,0,1,3,0.9612403100775194,1
4827-USJHP,0,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023.85,0,1-2 years,2,0,3,0.050543982046153096,0
8167-GJLRN,0,0,0,0,3,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,30.4,82.15,0,0-6 months,1,0,3,0.36560432952495486,1
0956-SYCWG,1,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.65,244.8,0,1-2 years,1,0,2,0.07994304312449145,1
8017-UVSZU,1,0,1,0,40,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.6,2379.1,0,2-4 years,3,1,3,0.023780513423805723,0
7100-FQPRV,0,0,1,1,43,1,1,DSL,1,0,0,1,0,1,One year,1,Credit card (automatic),71.9,3173.35,0,2-4 years,5,1,2,0.022650306361932368,0
2472-OVKUP,0,0,1,0,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,91.0,531.0,1,0-6 months,4,1,3,0.17105263157894737,1
2984-RGEYA,1,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.75,1375.4,0,5+ years,1,1,1,0.014349026445800639,0
9680-NIAUV,1,0,1,1,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),109.7,8129.3,0,5+ years,7,1,1,0.013492737045373479,0
2146-EGVDT,0,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.3,1192.7,0,4-5 years,1,1,1,0.01616821646979978,0
2604-IJPDU,1,0,1,0,20,1,0,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Electronic check,96.55,1901.65,0,1-2 years,5,1,3,0.050745013533755545,1
9178-JHUVJ,0,0,1,1,24,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.1,587.4,0,1-2 years,2,1,1,0.04095853161114888,0
6168-YBYNP,0,0,0,0,59,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.35,6519.75,0,4-5 years,7,0,3,0.017076256565579113,1
7255-SSFBC,0,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),112.25,8041.65,0,5+ years,7,1,1,0.013956842582979492,0
3645-DEYGF,0,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.75,20.75,0,0-6 months,1,1,3,0.9540229885057471,0
9323-HGFWY,1,0,1,0,27,1,0,Fiber optic,1,0,0,1,1,1,One year,1,Credit card (automatic),101.9,2681.15,0,2-4 years,5,1,2,0.03799190947560726,0
8544-GOQSH,1,0,0,0,14,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),80.05,1112.3,0,1-2 years,3,0,3,0.07190335039971257,0
3363-DTIVD,0,0,1,1,71,1,1,Fiber optic,1,0,1,0,1,1,Two year,0,Electronic check,105.55,7405.5,0,5+ years,6,1,1,0.014250995746979005,1
7018-WBJNK,0,0,0,1,13,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),78.3,1033.95,0,1-2 years,2,1,3,0.07565582878399922,0
9142-KZXOP,0,0,0,0,44,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),68.85,2958.95,0,2-4 years,1,0,3,0.023260528049460296,0
7674-YTAFD,1,0,0,0,33,1,0,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),79.95,2684.85,0,2-4 years,3,0,2,0.02976711283206434,0
6348-SNFUS,0,0,1,1,72,0,0,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),55.45,4179.2,0,5+ years,5,1,1,0.0132649155542797,0
1285-OKIPP,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.9,79.9,1,0-6 months,2,0,3,0.9876390605686032,1
7825-ECJRF,1,0,0,0,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,106.6,1934.45,1,1-2 years,6,0,3,0.05507763052520085,1
1347-KTTTA,0,0,1,0,64,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),102.45,6654.1,0,5+ years,6,1,2,0.015394208952532644,0
7841-TZDMQ,0,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),46.0,84.5,1,0-6 months,1,0,3,0.5380116959064327,0
4195-NZGTA,1,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,0,0-6 months,0,0,3,0.9619047619047619,1
7157-SMCFK,0,0,0,1,61,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,1124.2,0,5+ years,1,1,1,0.01755243512264486,0
4709-LKHYG,1,0,1,1,29,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.0,540.05,0,2-4 years,1,1,2,0.03696516033638296,1
2504-DSHIH,0,1,1,0,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.8,1975.85,0,1-2 years,3,1,3,0.04390823785315021,1
0699-NDKJM,1,0,1,0,57,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),58.75,3437.45,0,4-5 years,5,1,3,0.017086187090113277,0
9286-BHDQG,0,0,1,1,72,0,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),45.25,3139.8,0,5+ years,4,1,1,0.014407157412124299,0
0230-WEQUW,0,0,1,0,66,0,0,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),56.6,3789.2,0,5+ years,5,1,1,0.014933248905070974,0
2040-LDIWQ,0,0,1,1,65,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5324.5,0,5+ years,7,1,1,0.015810721997934468,0
6496-JDSSB,1,0,0,0,8,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),80.0,624.6,0,6-12 months,2,0,3,0.1278772378516624,0
9408-SSNVZ,1,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,268.35,1,0-6 months,1,0,3,0.2604418043437906,1
4443-EMBNA,1,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.75,1836.9,0,5+ years,2,1,1,0.013466456281625768,0
6469-MRVET,0,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.2,20.2,0,0-6 months,1,1,2,0.9528301886792453,1
0742-MOABM,0,0,1,0,4,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,179.35,1,0-6 months,2,1,3,0.2775159412253951,0
5961-VUSRV,1,0,0,0,12,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.35,219.35,0,6-12 months,1,0,2,0.08781484002722942,0
6778-JFCMK,0,0,0,0,24,0,0,DSL,1,0,0,0,1,1,One year,1,Mailed check,50.6,1288.75,0,1-2 years,3,0,2,0.039232409381663114,0
6341-JVQGF,1,0,1,1,31,1,0,DSL,1,0,1,1,1,1,One year,1,Mailed check,81.15,2545.75,0,2-4 years,6,1,2,0.03186414057131639,0
2232-DMLXU,1,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.2,55.2,1,0-6 months,2,1,3,0.9822064056939501,0
4811-JBUVU,0,0,0,0,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.9,2723.15,0,2-4 years,4,0,3,0.03300111961529285,0
0945-TSONX,1,0,1,1,47,1,1,DSL,1,1,0,1,1,1,Two year,1,Credit card (automatic),85.3,4107.25,0,2-4 years,7,1,1,0.0207630986429745,0
2651-ZCBXV,0,0,0,0,54,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),108.0,5760.65,0,4-5 years,7,0,1,0.01874463044440395,0
3316-UWXUY,0,0,0,0,50,1,0,Fiber optic,1,1,0,1,0,1,Month-to-month,1,Credit card (automatic),93.5,4747.5,0,4-5 years,5,0,3,0.019690428556386228,0
8937-RDTHP,0,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,84.6,84.6,1,0-6 months,3,0,3,0.9883177570093458,0
7083-MIOPC,1,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.25,1566.9,0,5+ years,1,0,1,0.012915364500287007,0
1984-GPTEH,1,0,0,0,29,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.15,702.0,0,2-4 years,2,0,3,0.03577524893314367,1
1251-KRREG,0,0,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,54.4,114.1,1,0-6 months,3,0,3,0.47263249348392705,0
0621-JFHOL,1,0,0,0,10,0,0,DSL,0,0,0,1,0,0,Two year,1,Mailed check,29.6,299.05,0,6-12 months,1,0,1,0.09865022496250625,0
9903-LYSAB,0,0,1,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.15,1305.95,0,1-2 years,2,1,3,0.055970006503691806,1
0094-OIFMO,1,1,0,0,11,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,95.0,1120.3,1,6-12 months,4,0,3,0.08472308927138143,1
9227-UAQFT,0,0,0,0,16,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,284.35,0,1-2 years,1,0,1,0.06921324688978447,0
7301-ABVAD,1,0,0,0,72,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.6,6350.5,0,5+ years,7,0,1,0.013634574509958277,0
6614-FHDBO,0,0,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),109.2,7878.3,0,5+ years,7,0,1,0.013859099158554693,0
7576-ASEJU,1,0,1,1,41,1,0,DSL,1,0,0,1,1,1,One year,1,Credit card (automatic),74.7,3187.65,0,2-4 years,5,1,2,0.02342684208050429,0
9058-HRZSV,1,1,1,0,65,1,0,Fiber optic,1,1,1,0,0,1,Month-to-month,0,Electronic check,94.4,6126.15,0,5+ years,5,1,3,0.015406836783822823,1
4522-AKYLR,1,1,0,0,13,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Electronic check,54.8,731.3,0,1-2 years,3,0,3,0.07483271883108016,1
0221-WMXNQ,0,1,0,0,4,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.35,273.4,0,0-6 months,2,0,3,0.2745991253644315,1
0303-UNCIP,0,0,0,0,41,1,1,DSL,0,0,1,0,0,1,One year,0,Mailed check,65.0,2531.8,0,2-4 years,4,0,2,0.025663297536323435,0
9947-OTFQU,0,1,0,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.4,1074.3,1,1-2 years,2,0,3,0.0691899934901888,1
0322-YINQP,0,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48.55,1,0-6 months,2,0,3,0.9798183652875883,0
0959-WHOKV,0,0,0,0,42,1,1,Fiber optic,1,1,1,0,0,1,One year,1,Electronic check,99.0,4298.45,0,2-4 years,6,0,2,0.02302620102571259,1
4075-JFPGR,1,0,1,0,51,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Electronic check,93.5,4619.55,0,4-5 years,5,1,2,0.020235686227830018,1
4629-NRXKX,1,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,147.15,1,0-6 months,1,1,3,0.4751940600742491,1
9514-JDSKI,0,1,1,0,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,40.2,40.2,1,0-6 months,2,1,3,0.9757281553398058,1
3282-ZISZV,0,0,0,1,32,1,1,DSL,0,1,1,1,1,1,One year,0,Credit card (automatic),83.7,2633.3,0,2-4 years,7,1,2,0.03177314656645029,0
3675-YDUPJ,0,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.85,193.05,0,6-12 months,1,0,3,0.10229322339603195,0
4111-BNXIF,1,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,59.55,4103.9,0,5+ years,5,1,1,0.014507052546956077,1
7017-VFHAY,1,0,1,1,61,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.1,7008.15,0,5+ years,8,1,1,0.016421392037550917,0
6655-LHBYW,0,0,0,0,50,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),114.35,5791.1,0,4-5 years,8,0,2,0.01974240776229692,0
4959-JOSRX,1,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1,0-6 months,1,1,3,0.5469037400367873,0
5046-NUHWD,1,1,1,0,29,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,45.0,1228.65,0,2-4 years,3,1,3,0.03659577928678892,1
7273-TEFQD,0,1,0,0,3,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,41.15,132.2,1,0-6 months,2,0,3,0.3089339339339339,1
3606-TWKGI,0,1,0,0,13,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.9,1364.3,1,1-2 years,6,0,3,0.07829781000512709,1
7529-ZDFXI,0,1,1,0,57,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.85,4925.35,0,4-5 years,4,1,3,0.018238655393952925,1
7605-BDWDC,1,0,0,0,31,0,0,DSL,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),49.85,1520.1,0,2-4 years,4,0,1,0.03277233580961147,0
1950-KSVVJ,1,0,1,0,45,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Mailed check,113.3,5032.25,0,2-4 years,8,1,2,0.022510306462027518,0
0123-CRBRT,1,0,1,1,61,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,88.1,5526.75,0,5+ years,8,1,1,0.015937768531500158,0
6292-TOSSS,0,0,0,0,50,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.9,1195.25,0,4-5 years,2,0,1,0.02081504702194357,0
3197-ARFOY,1,1,0,0,19,1,0,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Mailed check,105.0,2007.25,0,1-2 years,6,0,3,0.05228432715050417,0
6323-AYBRX,0,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1099.6,1,4-5 years,1,0,1,0.017581319280392516,0
7014-ZZXAW,1,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.25,1732.95,0,5+ years,2,1,1,0.013985409037169468,0
4385-GZQXV,1,1,0,0,16,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.45,1511.2,1,1-2 years,4,0,3,0.06245866948816294,1
7633-MVPUY,0,0,1,0,57,1,0,DSL,1,1,0,1,0,0,Two year,1,Electronic check,59.75,3450.15,0,4-5 years,4,1,1,0.017313069556524636,1
6366-ZGQGL,0,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),24.8,24.8,1,0-6 months,0,0,3,0.9612403100775194,0
4716-HHKQH,0,1,1,0,20,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,107.05,2172.05,0,1-2 years,6,1,3,0.049262557235222375,1
5940-AHUHD,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.6,70.6,1,0-6 months,1,0,3,0.9860335195530726,0
6432-TWQLB,0,0,1,0,5,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,85.4,401.1,1,0-6 months,4,1,3,0.21238497886097985,1
4484-GLZOU,1,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.05,5624.85,1,4-5 years,6,1,3,0.018672733897988746,1
3179-GBRWV,0,1,1,0,21,1,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.95,1339.8,0,1-2 years,4,1,3,0.04844122911694511,0
8645-KWHJO,0,0,0,0,14,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,55.0,771.95,0,1-2 years,4,0,3,0.07115596092890872,1
4130-MZLCC,1,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.55,244.75,0,0-6 months,2,0,3,0.2056968463886063,0
0314-TKOSI,1,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,55.15,322.9,0,0-6 months,3,0,3,0.17026860142019143,0
8229-MYEJZ,1,0,0,0,10,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,51.2,498.25,0,6-12 months,2,0,3,0.10255383074611918,1
2080-SRCDE,1,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25.4,0,0-6 months,2,1,3,0.9621212121212122,0
9577-WJVCQ,1,0,0,0,68,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,54.45,3687.75,0,5+ years,3,0,3,0.0147610979329041,0
9512-UIBFX,0,0,1,1,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,95.15,1779.95,1,1-2 years,4,1,3,0.0534265420140936,0
6202-DYYFX,1,0,0,0,22,1,1,Fiber optic,0,0,0,0,0,0,One year,1,Credit card (automatic),76.0,1783.6,0,1-2 years,2,0,2,0.04258657402218985,0
3808-HFKDE,1,0,0,0,20,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.35,927.15,0,1-2 years,1,0,3,0.04778322469428433,1
5583-SXDAG,0,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.0,70.0,1,0-6 months,1,1,3,0.9859154929577465,1
3488-PGMQJ,0,1,0,0,8,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.5,606.55,1,6-12 months,2,0,3,0.1226236523742902,1
3580-REOAC,0,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.85,435.4,1,6-12 months,1,0,3,0.10277268560953255,0
7534-BFESC,0,1,0,0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.1,1712.7,1,1-2 years,2,0,3,0.044406839003326135,1
3727-OWVYD,0,0,0,0,35,1,0,DSL,1,1,1,0,0,0,One year,0,Mailed check,61.2,2021.2,0,2-4 years,4,0,2,0.030264068835921275,0
2294-SALNE,0,0,1,1,23,1,0,Fiber optic,0,1,1,1,0,0,One year,0,Mailed check,86.8,1940.8,0,1-2 years,4,1,2,0.044700793078586876,0
4847-TAJYI,1,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,567.8,0,0-6 months,3,0,3,0.15708509142053445,1
1563-IWQEX,1,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,220.35,0,6-12 months,1,0,3,0.08899932234018523,0
8203-XJZRC,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,20.25,0,0-6 months,1,0,3,0.9529411764705882,0
6556-DBKZF,1,0,1,1,71,1,0,Fiber optic,0,0,1,0,0,0,Two year,0,Electronic check,76.05,5436.45,0,5+ years,2,1,1,0.013986335506533394,1
6851-WEFYX,0,1,1,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.8,3437.5,0,2-4 years,5,1,3,0.029315108332121562,1
2985-JUUBZ,0,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,74.55,3015.75,0,2-4 years,5,1,3,0.024712024529709123,1
6390-DSAZX,1,0,0,1,1,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,73.6,73.6,1,0-6 months,2,1,3,0.9865951742627346,0
0895-LMRSF,0,0,0,0,23,1,0,DSL,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.9,1509.8,0,1-2 years,3,0,2,0.0429573735769129,0
8098-LLAZX,1,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,396.1,1,0-6 months,4,0,3,0.2403676655754218,1
8266-VBFQL,0,0,0,0,4,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,90.4,356.65,0,0-6 months,4,0,3,0.2527610792674403,1
8181-YHCMF,1,0,1,1,68,0,0,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),60.3,4109.0,0,5+ years,5,1,1,0.014671532846715327,0
2240-HSJQD,0,0,0,1,38,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,81.85,3141.7,0,2-4 years,3,1,3,0.026044484042383936,0
1248-DYXUB,0,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.8,1229.1,0,4-5 years,2,1,1,0.020160962523372086,0
0265-EDXBD,0,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,2303.35,1,2-4 years,2,1,3,0.032503742920997246,1
4115-BNPJY,0,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,75.55,2054.4,0,2-4 years,5,1,1,0.036756835652427745,0
3167-SNQPL,0,1,1,1,38,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,101.15,3741.85,0,2-4 years,5,1,3,0.027024860734467054,1
4091-TVOCN,0,0,0,1,48,1,1,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),78.75,3682.45,0,2-4 years,6,1,2,0.02137941332174999,0
